county_code,district_code,school_code,district_name,school_name,entity_name,auth,program,charter,facility,school_type,entity_level_num
01,73783,0000000,Black Oak Mine Unified,,Black Oak Mine Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,73809,0000000,Firebaugh-Las Deltas Unified,,Firebaugh-Las Deltas Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,73908,0000000,McFarland Unified,,McFarland Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,73932,0000000,Reef-Sunset Unified,,Reef-Sunset Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,73965,0000000,Central Unified,,Central Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,73981,0000000,Amador County Unified,,Amador County Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,73999,0000000,Kerman Unified,,Kerman Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75036,0000000,Fort Sage Unified,,Fort Sage Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75093,0000000,Dublin Unified,,Dublin Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75101,0000000,Pleasanton Unified,,Pleasanton Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75119,0000000,Sunol Glen Unified,,Sunol Glen Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75127,0000000,Mendota Unified,,Mendota Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75168,0000000,El Tejon Unified,,El Tejon Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75234,0000000,Golden Plains Unified,,Golden Plains Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75275,0000000,Sierra Unified,,Sierra Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75291,0000000,San Gabriel Unified,,San Gabriel Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75309,0000000,Acton-Agua Dulce Unified,,Acton-Agua Dulce Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75333,0000000,Manhattan Beach Unified,,Manhattan Beach Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75341,0000000,Redondo Beach Unified,,Redondo Beach Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75374,0000000,Ferndale Unified,,Ferndale Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75382,0000000,Mattole Unified,,Mattole Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75408,0000000,Riverdale Joint Unified,,Riverdale Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75481,0000000,Orland Joint Unified,,Orland Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75507,0000000,Gridley Unified,,Gridley Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75515,0000000,Eureka City Schools,,Eureka City Schools,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75580,0000000,Golden Valley Unified,,Golden Valley Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75598,0000000,Caruthers Unified,,Caruthers Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75606,0000000,Chawanakee Unified,,Chawanakee Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75630,0000000,SBE - Ridgecrest Charter,,SBE - Ridgecrest Charter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75663,0000000,SBE - New West Charter,,SBE - New West Charter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75697,0000000,SBE - The School of Arts and Enterprise,,SBE - The School of Arts and Enterprise,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,75713,0000000,Alhambra Unified,,Alhambra Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
17,64014,0000000,Kelseyville Unified,,Kelseyville Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
17,64022,0000000,Konocti Unified,,Konocti Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
17,64030,0000000,Lakeport Unified,,Lakeport Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
17,64048,0000000,Lucerne Elementary,,Lucerne Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
17,64055,0000000,Middletown Unified,,Middletown Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,76414,0000000,Yosemite Unified,,Yosemite Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,76547,0000000,SBE - Barack Obama Charter,,SBE - Barack Obama Charter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,76562,0000000,Hamilton Unified,,Hamilton Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,76687,0000000,Bishop Unified,,Bishop Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,76778,0000000,Washington Unified,,Washington Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,76802,0000000,Fortuna Elementary,,Fortuna Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,76869,0000000,Wiseburn Unified,,Wiseburn Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,76885,0000000,SBE - Anahuacalmecac International University Preparatory of North America,,SBE - Anahuacalmecac International University Preparatory of North America,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,76968,0000000,SBE - Academia Avance Charter,,SBE - Academia Avance Charter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,76976,0000000,Upper Lake Unified,,Upper Lake Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,76992,0000000,SBE - Prepa Tec Los Angeles High,,SBE - Prepa Tec Los Angeles High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,77024,0000000,SBE - Rocketship Futuro Academy,,SBE - Rocketship Futuro Academy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,77081,0000000,SBE - Celerity Himalia,,SBE - Celerity Himalia,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,77180,0000000,SBE - Latitude 37.8 High,,SBE - Latitude 37.8 High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
17,76976,0000000,Upper Lake Unified,,Upper Lake Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
18,10181,0000000,Lassen County Office of Education,,Lassen County Office of Education,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
18,64089,0000000,Big Valley Joint Unified,,Big Valley Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
18,64105,0000000,Janesville Union Elementary,,Janesville Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
18,64113,0000000,Johnstonville Elementary,,Johnstonville Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
18,64139,0000000,Lassen Union High,,Lassen Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
18,64162,0000000,Ravendale-Termo Elementary,,Ravendale-Termo Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
18,64170,0000000,Richmond Elementary,,Richmond Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
18,64188,0000000,Shaffer Union Elementary,,Shaffer Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
18,64196,0000000,Susanville Elementary,,Susanville Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
18,64204,0000000,Westwood Unified,,Westwood Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
18,75036,0000000,Fort Sage Unified,,Fort Sage Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,10199,0000000,Los Angeles County Office of Education,,Los Angeles County Office of Education,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64212,0000000,ABC Unified,,ABC Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64246,0000000,Antelope Valley Union High,,Antelope Valley Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64261,0000000,Arcadia Unified,,Arcadia Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64279,0000000,Azusa Unified,,Azusa Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64287,0000000,Baldwin Park Unified,,Baldwin Park Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64295,0000000,Bassett Unified,,Bassett Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64303,0000000,Bellflower Unified,,Bellflower Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64311,0000000,Beverly Hills Unified,,Beverly Hills Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64329,0000000,Bonita Unified,,Bonita Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64337,0000000,Burbank Unified,,Burbank Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64345,0000000,Castaic Union,,Castaic Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64352,0000000,Centinela Valley Union High,,Centinela Valley Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64378,0000000,Charter Oak Unified,,Charter Oak Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64394,0000000,Claremont Unified,,Claremont Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64436,0000000,Covina-Valley Unified,,Covina-Valley Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64444,0000000,Culver City Unified,,Culver City Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64451,0000000,Downey Unified,,Downey Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64469,0000000,Duarte Unified,,Duarte Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64477,0000000,Eastside Union Elementary,,Eastside Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64485,0000000,East Whittier City Elementary,,East Whittier City Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64501,0000000,El Monte City,,El Monte City,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64519,0000000,El Monte Union High,,El Monte Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64527,0000000,El Rancho Unified,,El Rancho Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64535,0000000,El Segundo Unified,,El Segundo Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64550,0000000,Garvey Elementary,,Garvey Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64568,0000000,Glendale Unified,,Glendale Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64576,0000000,Glendora Unified,,Glendora Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64584,0000000,Gorman Joint,,Gorman Joint,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64592,0000000,Hawthorne,,Hawthorne,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64600,0000000,Hermosa Beach City Elementary,,Hermosa Beach City Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64626,0000000,Hughes-Elizabeth Lakes Union Elementary,,Hughes-Elizabeth Lakes Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64634,0000000,Inglewood Unified,,Inglewood Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64642,0000000,Keppel Union Elementary,,Keppel Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64659,0000000,La Canada Unified,,La Canada Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64667,0000000,Lancaster Elementary,,Lancaster Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64683,0000000,Las Virgenes Unified,,Las Virgenes Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64691,0000000,Lawndale Elementary,,Lawndale Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64709,0000000,Lennox,,Lennox,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64717,0000000,Little Lake City Elementary,,Little Lake City Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64725,0000000,Long Beach Unified,,Long Beach Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64733,0000000,Los Angeles Unified,,Los Angeles Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64758,0000000,Los Nietos,,Los Nietos,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64766,0000000,Lowell Joint,,Lowell Joint,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64774,0000000,Lynwood Unified,,Lynwood Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64790,0000000,Monrovia Unified,,Monrovia Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64808,0000000,Montebello Unified,,Montebello Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64816,0000000,Mountain View Elementary,,Mountain View Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64832,0000000,Newhall,,Newhall,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64840,0000000,Norwalk-La Mirada Unified,,Norwalk-La Mirada Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64857,0000000,Palmdale Elementary,,Palmdale Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64865,0000000,Palos Verdes Peninsula Unified,,Palos Verdes Peninsula Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64873,0000000,Paramount Unified,,Paramount Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64881,0000000,Pasadena Unified,,Pasadena Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
19,64907,0000000,Pomona Unified,,Pomona Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
